input	translation
GSU2523	transcription cis-regulatory region binding
GSU2524	ATP binding
GSU2524	ATP hydrolysis activity
GSU2524	sequence-specific DNA binding
GSU2525	oxidoreductase activity
GSU2527	heme binding
GSU2527	iron-sulfur cluster binding
GSU2527	sulfite reductase (ferredoxin) activity
GSU2527	sulfite reductase activity
GSU2529	GTP binding
GSU2529	GTPase activity
GSU2529	translation elongation factor activity
GSU2530	GTP binding
GSU2530	GTPase activity
GSU2530	metal ion binding
GSU2530	rRNA binding
GSU2531	phosphorelay response regulator activity
GSU2531	phosphorelay sensor kinase activity
GSU2531	protein kinase activator activity
GSU2536	hydrolase activity
GSU2537	arginine decarboxylase activity
GSU2537	metal ion binding
GSU2538	diaminopimelate decarboxylase activity
GSU2539	oxidoreductase activity
GSU2540	DNA binding
GSU2540	DNA-binding transcription factor activity
GSU2541	pyrroline-5-carboxylate reductase activity
GSU2543	"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds"
GSU2544	pyridoxal phosphate binding
GSU2545	dTTP diphosphatase activity
GSU2545	nucleoside triphosphate diphosphatase activity
GSU2545	UTP diphosphatase activity
GSU2547	flavin adenine dinucleotide binding
GSU2547	"tRNA (uracil(54)-C5)-methyltransferase activity, 5,10-methylenetetrahydrofolate-dependent"
GSU2549	DNA binding
GSU2549	"DNA topoisomerase type I (single strand cut, ATP-independent) activity"
GSU2549	metal ion binding
GSU2553	undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase activity
GSU2554	lipid-A-disaccharide synthase activity
GSU2555	pentosyltransferase activity
GSU2557	"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds"
GSU2559	pyrophosphatase activity
GSU2561	nucleotide binding
GSU2565	phosphorelay response regulator activity
GSU2565	phosphorelay sensor kinase activity
GSU2565	protein kinase activator activity
GSU2567	phosphorelay response regulator activity
GSU2567	phosphorelay sensor kinase activity
GSU2567	protein kinase activator activity
GSU2568	"4 iron, 4 sulfur cluster binding"
GSU2568	metal ion binding
GSU2568	N6-threonylcarbomyladenosine methylthiotransferase activity
GSU2569	ATP binding
GSU2569	sulfurtransferase activity
GSU2569	tRNA binding
GSU2570	cysteine desulfurase activity
GSU2571	DNA-binding transcription factor activity
GSU2572	serine O-acetyltransferase activity
GSU2575	phosphorelay sensor kinase activity
GSU2581	ATP binding
GSU2581	ATP hydrolysis activity
GSU2581	sequence-specific DNA binding
GSU2587	DNA-binding transcription factor activity
GSU2590	DNA binding
GSU2590	endonuclease activity
GSU2591	DNA binding
GSU2591	transposase activity
GSU2593	nucleic acid binding
GSU2594	ATP binding
GSU2594	ATP hydrolysis activity
GSU2597	DNA binding
GSU2597	transposase activity
GSU2599	DNA binding
GSU2599	transposase activity
GSU2601	protein O-acetylglucosaminyltransferase activity
GSU2602	DNA binding
GSU2602	structural constituent of chromatin
GSU2603	mRNA binding
GSU2603	structural constituent of ribosome
GSU2604	"4 iron, 4 sulfur cluster binding"
GSU2604	4-hydroxy-3-methylbut-2-en-1-yl diphosphate reductase activity
GSU2604	metal ion binding
GSU2605	ATP binding
GSU2605	CMP kinase activity
GSU2605	cytidylate kinase activity
GSU2605	dCMP kinase activity
GSU2606	3-phosphoshikimate 1-carboxyvinyltransferase activity
GSU2607	NAD+ binding
GSU2607	prephenate dehydrogenase (NAD+) activity
GSU2607	prephenate dehydrogenase (NADP+) activity
GSU2608	chorismate mutase activity
GSU2608	prephenate dehydratase activity
GSU2610	lytic endotransglycosylase activity
GSU2612	metal ion binding
GSU2612	oxidoreductase activity
GSU2613	monoatomic cation transmembrane transporter activity
GSU2614	5'-3' exonuclease activity
GSU2614	nucleic acid binding
GSU2616	protein-transporting ATPase activity
GSU2617	protein-transporting ATPase activity
GSU2619	metal ion binding
GSU2619	tRNA-guanosine(34) queuine transglycosylase activity
GSU2620	S-adenosylmethionine:tRNA ribosyltransferase-isomerase activity
GSU2623	ATP binding
GSU2623	ATP hydrolysis activity
GSU2624	ATP binding
GSU2624	ATP hydrolysis activity
GSU2625	DNA-binding transcription factor activity
GSU2626	RNA binding
GSU2626	S-adenosylmethionine-dependent methyltransferase activity
GSU2627	carboxyl-O-methyltransferase activity
GSU2627	malonyl-CoA methyltransferase activity
GSU2627	S-adenosylmethionine-dependent methyltransferase activity
GSU2629	8-amino-7-oxononanoate synthase activity
GSU2629	pyridoxal phosphate binding
GSU2630	bis(5'-nucleosyl)-tetraphosphatase (symmetrical) activity
GSU2630	phosphatase activity
GSU2632	diguanylate cyclase activity
GSU2635	metal ion binding
GSU2637	NADPH binding
GSU2637	"oxidoreductase activity, acting on NAD(P)H"
GSU2649	ligand-gated monoatomic ion channel activity
GSU2650	transmembrane transporter activity
GSU2651	ATP binding
GSU2651	ATP hydrolysis activity
GSU2653	antiporter activity
GSU2653	xenobiotic transmembrane transporter activity
GSU2655	catalytic activity
GSU2656	acetyltransferase activity
GSU2656	lipoic acid binding
GSU2657	copper ion binding
GSU2657	oxidoreductase activity
GSU2664	efflux transmembrane transporter activity
GSU2664	xenobiotic transmembrane transporter activity
GSU2665	efflux transmembrane transporter activity
GSU2666	DNA-binding transcription factor activity
GSU2666	transcription cis-regulatory region binding
GSU2667	phosphorelay response regulator activity
GSU2667	phosphorelay sensor kinase activity
GSU2667	protein kinase activator activity
GSU2669	phosphorelay response regulator activity
GSU2669	phosphorelay sensor kinase activity
GSU2669	protein kinase activator activity
GSU2670	DNA binding
GSU2675	cysteine-type endopeptidase activity
GSU2678	protein self-association
GSU2678	unfolded protein binding
GSU2681	iron-sulfur cluster binding
GSU2681	metal ion binding
GSU2683	2-dehydropantoate 2-reductase activity
GSU2685	ABC-type transporter activity
GSU2686	ABC-type transporter activity
GSU2686	ATP binding
GSU2686	ATP hydrolysis activity
GSU2695	efflux transmembrane transporter activity
GSU2695	transmembrane transporter activity
GSU2696	efflux transmembrane transporter activity
GSU2696	xenobiotic transmembrane transporter activity
GSU2697	transmembrane transporter activity
GSU2698	DNA-binding transcription factor activity
GSU2698	transcription cis-regulatory region binding
GSU2699	molybdopterin synthase activity
GSU2702	ATP binding
GSU2702	ATP hydrolysis activity
GSU2702	transmembrane transporter activity
GSU2703	ligase activity
GSU2703	metal ion binding
GSU2703	molybdopterin molybdotransferase activity
GSU2704	cyclic pyranopterin monophosphate synthase activity
GSU2705	nucleotidyltransferase activity
GSU2706	acetyltransferase activity
GSU2707	acetate kinase activity
GSU2707	ATP binding
GSU2707	magnesium ion binding
GSU2708	iron-sulfur cluster binding
GSU2708	metal ion binding
GSU2714	hydrolase activity
GSU2716	DNA binding
GSU2717	endopeptidase activity
GSU2717	enzyme activator activity
GSU2718	ferredoxin hydrogenase activity
GSU2718	nickel cation binding
GSU2719	iron-sulfur cluster binding
GSU2719	oxidoreductase activity
GSU2720	"4 iron, 4 sulfur cluster binding"
GSU2720	metal ion binding
GSU2720	oxidoreductase activity
GSU2721	"4 iron, 4 sulfur cluster binding"
GSU2721	FMN binding
GSU2721	metal ion binding
GSU2721	NADH dehydrogenase (ubiquinone) activity
GSU2722	"2 iron, 2 sulfur cluster binding"
GSU2722	metal ion binding
GSU2722	oxidoreductase activity
GSU2724	oxidoreductase activity
GSU2731	electron transfer activity
GSU2731	metal ion binding
GSU2731	oxidoreductase activity
GSU2735	DNA-binding transcription factor activity
GSU2735	transcription cis-regulatory region binding
GSU2737	metal ion binding
GSU2737	oxidoreductase activity
GSU2741	DNA-binding transcription factor activity
GSU2741	transcription cis-regulatory region binding
GSU2743	electron transfer activity
GSU2743	heme binding
GSU2743	iron ion binding
GSU2744	transmembrane transporter activity
GSU2745	ATP binding
GSU2745	ATP hydrolysis activity
GSU2749	RNA binding
GSU2749	S-adenosylmethionine-dependent methyltransferase activity
GSU2751	C4-dicarboxylate transmembrane transporter activity
GSU2753	ATP binding
GSU2753	ATP hydrolysis activity
GSU2753	DNA-binding transcription factor activity
GSU2753	sequence-specific DNA binding
GSU2755	phosphorelay sensor kinase activity
GSU2758	ATP binding
GSU2758	ATP hydrolysis activity
GSU2758	DNA binding
GSU2758	metal ion binding
GSU2758	nuclease activity
GSU2759	antiporter activity
GSU2759	monoatomic cation transmembrane transporter activity
GSU2760	electron transfer activity
GSU2760	FMN binding
GSU2760	NAD(P)H dehydrogenase (quinone) activity
GSU2761	glycerol-3-phosphate dehydrogenase (quinone) activity
GSU2762	ATP binding
GSU2762	glycerol kinase activity
GSU2766	AMP nucleosidase activity
GSU2766	"hydrolase activity, hydrolyzing N-glycosyl compounds"
GSU2768	hydrolase activity
GSU2769	hydrolase activity
GSU2771	ATP binding
GSU2771	sequence-specific DNA binding
GSU2771	transposase activity
GSU2772	DNA binding
GSU2772	transposase activity
GSU2777	amino acid transmembrane transporter activity
GSU2779	DNA binding
GSU2779	DNA-binding transcription factor activity
GSU2781	efflux transmembrane transporter activity
GSU2782	xenobiotic transmembrane transporter activity
GSU2786	cysteine desulfurase activity
GSU2787	DNA-binding transcription factor activity
GSU2789	phosphorelay response regulator activity
GSU2789	phosphorelay sensor kinase activity
GSU2789	protein kinase activator activity
GSU2790	ATP binding
GSU2792	S-adenosylmethionine-dependent methyltransferase activity
GSU2794	mechanosensitive monoatomic ion channel activity
GSU2795	iron-sulfur cluster binding
GSU2795	metal ion binding
GSU2796	electron transfer activity
GSU2796	flavin adenine dinucleotide binding
GSU2796	iron-sulfur cluster binding
GSU2796	metal ion binding
GSU2797	electron transfer activity
GSU2798	"acyltransferase activity, transferring groups other than amino-acyl groups"
GSU2799	catalytic activity
GSU2799	iron-sulfur cluster binding
GSU2799	metal ion binding
GSU2802	NAD+-dinitrogen-reductase ADP-D-ribosyltransferase activity
GSU2804	"4 iron, 4 sulfur cluster binding"
GSU2805	metal cluster binding
GSU2806	nitrogenase activity
GSU2809	DNA-binding transcription factor activity
GSU2809	transcription cis-regulatory region binding
GSU2809	zinc ion binding
GSU2811	cytochrome-c peroxidase activity
GSU2811	electron transfer activity
GSU2811	heme binding
GSU2811	metal ion binding
GSU2812	electron transfer activity
GSU2813	cytochrome-c peroxidase activity
GSU2813	electron transfer activity
GSU2813	heme binding
GSU2813	metal ion binding
GSU2814	iron ion binding
GSU2814	oxidoreductase activity
GSU2815	phosphorelay response regulator activity
GSU2815	phosphorelay sensor kinase activity
GSU2815	protein kinase activator activity
GSU2816	phosphorelay sensor kinase activity
GSU2817	DNA-binding transcription factor activity
GSU2817	transcription cis-regulatory region binding
GSU2819	ATP binding
GSU2819	carbonyl sulfide nitrogenase activity
GSU2819	iron-sulfur cluster binding
GSU2819	metal ion binding
GSU2819	nitrogenase activity
GSU2820	carbonyl sulfide nitrogenase activity
GSU2820	iron-sulfur cluster binding
GSU2820	metal ion binding
GSU2820	nitrogenase activity
GSU2821	"4 iron, 4 sulfur cluster binding"
GSU2821	ATP binding
GSU2821	carbonyl sulfide nitrogenase activity
GSU2821	metal ion binding
GSU2821	nitrogenase activity
GSU2822	RNA binding
GSU2825	ABC-type transporter activity
GSU2826	ABC-type transporter activity
GSU2827	metal ion binding
GSU2827	oxidoreductase activity
GSU2829	deoxyribodipyrimidine photo-lyase activity
GSU2829	DNA binding
GSU2830	structural constituent of ribosome
GSU2831	DNA binding
GSU2831	DNA-directed 5'-3' RNA polymerase activity
GSU2831	protein dimerization activity
GSU2832	rRNA binding
GSU2832	structural constituent of ribosome
GSU2833	rRNA binding
GSU2833	structural constituent of ribosome
GSU2834	rRNA binding
GSU2834	structural constituent of ribosome
GSU2834	tRNA binding
GSU2835	initiator methionyl aminopeptidase activity
GSU2835	metalloaminopeptidase activity
GSU2835	transition metal ion binding
GSU2836	adenylate kinase activity
GSU2836	ATP binding
GSU2836	nucleoside diphosphate kinase activity
GSU2836	zinc ion binding
GSU2837	protein transmembrane transporter activity
GSU2837	signal sequence binding
GSU2838	rRNA binding
GSU2838	structural constituent of ribosome
GSU2839	structural constituent of ribosome
GSU2840	rRNA binding
GSU2840	structural constituent of ribosome
GSU2841	5S rRNA binding
GSU2841	structural constituent of ribosome
GSU2842	rRNA binding
GSU2842	structural constituent of ribosome
GSU2843	rRNA binding
GSU2843	structural constituent of ribosome
GSU2844	rRNA binding
GSU2844	structural constituent of ribosome
GSU2844	zinc ion binding
GSU2845	RNA binding
GSU2845	rRNA binding
GSU2845	structural constituent of ribosome
GSU2845	tRNA binding
GSU2846	rRNA binding
GSU2846	structural constituent of ribosome
GSU2847	large ribosomal subunit rRNA binding
GSU2847	structural constituent of ribosome
GSU2848	rRNA binding
GSU2848	structural constituent of ribosome
GSU2849	structural constituent of ribosome
GSU2850	rRNA binding
GSU2850	structural constituent of ribosome
GSU2850	tRNA binding
GSU2851	mRNA binding
GSU2851	rRNA binding
GSU2851	structural constituent of ribosome
GSU2852	rRNA binding
GSU2852	structural constituent of ribosome
GSU2853	rRNA binding
GSU2853	structural constituent of ribosome
GSU2854	RNA binding
GSU2854	rRNA binding
GSU2854	structural constituent of ribosome
GSU2854	transferase activity
GSU2855	rRNA binding
GSU2855	structural constituent of ribosome
GSU2856	rRNA binding
GSU2856	structural constituent of ribosome
GSU2857	rRNA binding
GSU2857	structural constituent of ribosome
GSU2858	structural constituent of ribosome
GSU2858	tRNA binding
GSU2861	mRNA binding
GSU2861	rRNA binding
GSU2861	structural constituent of ribosome
GSU2861	tRNA binding
GSU2862	DNA binding
GSU2862	DNA-directed 5'-3' RNA polymerase activity
GSU2862	magnesium ion binding
GSU2862	zinc ion binding
GSU2863	DNA binding
GSU2863	DNA-directed 5'-3' RNA polymerase activity
GSU2863	ribonucleoside binding
GSU2864	mRNA binding
GSU2864	structural constituent of ribosome
GSU2865	large ribosomal subunit rRNA binding
GSU2865	structural constituent of ribosome
GSU2866	rRNA binding
GSU2866	structural constituent of ribosome
GSU2866	tRNA binding
GSU2867	large ribosomal subunit rRNA binding
GSU2867	structural constituent of ribosome
GSU2868	translation elongation factor activity
GSU2869	protein transmembrane transporter activity
GSU2870	structural constituent of ribosome
GSU2871	GTP binding
GSU2871	GTPase activity
GSU2871	translation elongation factor activity
GSU2872	electron transfer activity
GSU2873	"4 iron, 4 sulfur cluster binding"
GSU2873	catalytic activity
GSU2873	iron ion binding
GSU2874	N-acetyl-gamma-glutamyl-phosphate reductase activity
GSU2874	NAD binding
GSU2874	NADP+ binding
GSU2874	protein dimerization activity
GSU2875	RNA binding
GSU2875	structural constituent of ribosome
GSU2876	mRNA binding
GSU2876	structural constituent of ribosome
GSU2877	pseudouridine synthase activity
GSU2877	RNA binding
GSU2877	tRNA pseudouridine synthase activity
GSU2878	aspartate-semialdehyde dehydrogenase activity
GSU2878	NAD binding
GSU2878	NADP binding
GSU2878	protein dimerization activity
GSU2879	3-isopropylmalate dehydrogenase activity
GSU2879	magnesium ion binding
GSU2879	NAD binding
GSU2882	electron transfer activity
GSU2882	heme binding
GSU2882	metal ion binding
GSU2882	oxidoreductase activity
GSU2883	electron transfer activity
GSU2883	heme binding
GSU2883	metal ion binding
GSU2883	oxidoreductase activity
GSU2884	electron transfer activity
GSU2884	heme binding
GSU2884	metal ion binding
GSU2884	oxidoreductase activity
GSU2887	electron transfer activity
GSU2887	heme binding
GSU2887	metal ion binding
GSU2887	oxidoreductase activity
GSU2888	catalytic activity
GSU2888	cobalamin binding
GSU2888	iron-sulfur cluster binding
GSU2888	metal ion binding
GSU2893	long-chain fatty acid--protein ligase activity
GSU2898	oxidoreductase activity
GSU2899	oxidoreductase activity
GSU2905	catalytic activity
GSU2905	iron-sulfur cluster binding
GSU2905	metal ion binding
GSU2909	transmembrane transporter activity
GSU2912	oxidoreductase activity
GSU2915	ATP binding
GSU2915	ATP hydrolysis activity
GSU2915	sequence-specific DNA binding
GSU2916	phosphorelay sensor kinase activity
GSU2918	catalytic activity
GSU2921	cobalamin binding
GSU2921	metal ion binding
GSU2921	methionine synthase activity
GSU2923	glutamate racemase activity
GSU2926	iron-sulfur cluster binding
GSU2927	metal ion binding
GSU2929	metal ion binding
GSU2929	oxygen carrier activity
GSU2930	electron transfer activity
GSU2930	heme binding
GSU2930	metal ion binding
GSU2932	electron transfer activity
GSU2933	"2 iron, 2 sulfur cluster binding"
GSU2933	metal ion binding
GSU2933	oxidoreductase activity
GSU2934	electron transfer activity
GSU2934	heme binding
GSU2934	metal ion binding
GSU2934	oxidoreductase activity
GSU2935	oxidoreductase activity
GSU2940	thiosulfate sulfurtransferase activity
GSU2941	DNA-binding transcription factor activity
GSU2941	transcription cis-regulatory region binding
GSU2942	transmembrane signaling receptor activity
GSU2945	iron-sulfur cluster binding
GSU2946	phosphorelay response regulator activity
GSU2946	transcription cis-regulatory region binding
GSU2947	phosphorelay sensor kinase activity
GSU2948	metal ion binding
GSU2948	sulfuric ester hydrolase activity
GSU2951	ATP binding
GSU2951	ATP hydrolysis activity
GSU2952	DNA-binding transcription factor activity
GSU2953	protein tyrosine phosphatase activity
GSU2954	antimonite transmembrane transporter activity
GSU2954	antiporter activity
GSU2954	arsenite transmembrane transporter activity
GSU2957	protein-disulfide reductase activity
GSU2959	monoatomic cation transmembrane transporter activity
GSU2960	ABC-type transporter activity
GSU2960	ATP binding
GSU2960	ATP hydrolysis activity
GSU2960	molybdate ion transmembrane transporter activity
GSU2961	molybdate ion transmembrane transporter activity
GSU2962	metal ion binding
GSU2963	nicotinate-nucleotide diphosphorylase (carboxylating) activity
GSU2964	DNA-binding transcription factor activity
GSU2964	molybdenum ion binding
GSU2967	metal ion binding
GSU2967	oxidoreductase activity
GSU2974	metal ion binding
GSU2974	methionine synthase activity
GSU2974	methylenetetrahydrofolate reductase (NAD(P)H) activity
GSU2975	inorganic diphosphate phosphatase activity
GSU2975	metal ion binding
GSU2977	aldehyde-lyase activity
GSU2977	transaldolase activity
GSU2979	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase activity
GSU2979	ATP binding
GSU2979	kinase activity
GSU2980	DNA binding
GSU2980	DNA-binding transcription factor activity
GSU2980	nickel cation binding
GSU2981	energy transducer activity
GSU2982	siderophore uptake transmembrane transporter activity
GSU2985	ATP binding
GSU2985	ATP hydrolysis activity
GSU2985	ATPase-coupled transmembrane transporter activity
GSU2986	metal ion binding
GSU2987	DNA-binding transcription factor activity
GSU2987	transcription cis-regulatory region binding
GSU2987	zinc ion binding
GSU2989	pyridoxal phosphate binding
GSU2989	threonine-phosphate decarboxylase activity
GSU2990	ABC-type vitamin B12 transporter activity
GSU2990	threonine-phosphate decarboxylase activity
GSU2991	phosphorelay response regulator activity
GSU2991	phosphorelay sensor kinase activity
GSU2991	protein kinase activator activity
GSU2992	ABC-type vitamin B12 transporter activity
GSU2992	methyltransferase activity
GSU2993	hydrolase activity
GSU2994	precorrin-4 C11-methyltransferase activity
GSU2995	precorrin-2 C20-methyltransferase activity
GSU2996	protein methyltransferase activity
GSU2996	S-adenosylmethionine-dependent methyltransferase activity
GSU2997	cobalt-precorrin-5B C1-methyltransferase activity
GSU2999	precorrin-8X methylmutase activity
GSU3000	lyase activity
GSU3000	metal ion binding
GSU3001	ATP binding
GSU3001	ATP hydrolysis activity
GSU3001	ATPase-coupled transmembrane transporter activity
GSU3004	cobalt ion transmembrane transporter activity
GSU3006	ATP binding
GSU3006	"cobyrinic acid a,c-diamide synthase activity"
GSU3007	alpha-ribazole phosphatase activity
GSU3007	phosphatase activity
GSU3008	adenosylcobinamide-GDP ribazoletransferase activity
GSU3008	cobalamin 5'-phosphate synthase activity
GSU3009	nicotinate-nucleotide-dimethylbenzimidazole phosphoribosyltransferase activity
GSU3010	adenosylcobinamide kinase (ATP-specific) activity
GSU3010	adenosylcobinamide kinase (GTP-specific) activity
GSU3010	ATP binding
GSU3010	cobinamide phosphate guanylyltransferase activity
GSU3010	GTP binding
GSU3013	GTP binding
GSU3013	metal ion binding
GSU3016	metallopeptidase activity
GSU3018	S-adenosylmethionine-dependent methyltransferase activity
GSU3019	"oxidoreductase activity, acting on the aldehyde or oxo group of donors, disulfide as acceptor"
GSU3020	acyltransferase activity
GSU3021	pyridoxal phosphate binding
GSU3021	transaminase activity
GSU3022	fucosyltransferase activity
GSU3022	S-adenosylmethionine-dependent methyltransferase activity
GSU3023	glycosyltransferase activity
GSU3025	ADP-heptose-lipopolysaccharide heptosyltransferase activity
GSU3029	acyltransferase activity
GSU3029	long-chain fatty acid-CoA ligase activity
GSU3029	transmembrane transporter activity
GSU3030	carboxy-lyase activity
GSU3030	hydrolase activity
GSU3031	ATP binding
GSU3031	ATP hydrolysis activity
GSU3032	S-adenosylmethionine-dependent methyltransferase activity
GSU3033	cyclic-di-GMP binding
GSU3038	structural molecule activity
GSU3041	mRNA 5'-UTR binding
GSU3042	structural molecule activity
GSU3043	structural molecule activity
GSU3047	structural molecule activity
GSU3048	cytoskeletal motor activity
GSU3053	DNA binding
GSU3053	DNA-directed 5'-3' RNA polymerase activity
GSU3053	sigma factor activity
GSU3054	ATP binding
GSU3054	ATP hydrolysis activity
GSU3055	ATP hydrolysis activity
GSU3055	GTP binding
GSU3055	GTPase activity
GSU3055	signal recognition particle binding
GSU3057	iron-sulfur cluster binding
GSU3057	oxidoreductase activity
GSU3058	"2 iron, 2 sulfur cluster binding"
GSU3058	flavin adenine dinucleotide binding
GSU3058	metal ion binding
GSU3058	oxidoreductase activity
GSU3059	catalytic activity
GSU3059	iron-sulfur cluster binding
GSU3060	DNA-binding transcription factor activity
GSU3060	transcription cis-regulatory region binding
GSU3062	catalytic activity
GSU3062	iron-sulfur cluster binding
GSU3063	GTP binding
GSU3063	GTPase activity
GSU3066	ATP binding
GSU3066	D-alanine-D-alanine ligase activity
GSU3066	metal ion binding
GSU3067	FAD binding
GSU3067	flavin adenine dinucleotide binding
GSU3067	UDP-N-acetylmuramate dehydrogenase activity
GSU3068	ATP binding
GSU3068	UDP-N-acetylmuramate-L-alanine ligase activity
GSU3069	"UDP-N-acetyl-D-glucosamine:N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminopimelyl-D-alanyl-D-alanine-diphosphoundecaprenol 4-beta-N-acetylglucosaminlytransferase activity"
GSU3069	undecaprenyldiphospho-muramoylpentapeptide beta-N-acetylglucosaminyltransferase activity
GSU3070	lipid-linked peptidoglycan transporter activity
GSU3070	peptidoglycan glycosyltransferase activity
GSU3071	ATP binding
GSU3071	UDP-N-acetylmuramoylalanine-D-glutamate ligase activity
GSU3072	metal ion binding
GSU3072	phospho-N-acetylmuramoyl-pentapeptide-transferase activity
GSU3072	"UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminopimelyl-D-alanyl-D-alanine:undecaprenyl-phosphate transferase activity"
GSU3073	ATP binding
GSU3073	UDP-N-acetylmuramoyl-tripeptide-D-alanyl-D-alanine ligase activity
GSU3073	"UDP-N-acetylmuramoylalanyl-D-glutamyl-2,6-diaminopimelate-D-alanyl-D-alanine ligase activity"
GSU3074	ATP binding
GSU3074	magnesium ion binding
GSU3074	"UDP-N-acetylmuramoylalanyl-D-glutamate-2,6-diaminopimelate ligase activity"
GSU3075	penicillin binding
GSU3077	rRNA (cytosine-N4-)-methyltransferase activity
GSU3078	DNA-binding transcription factor activity
GSU3078	transcription cis-regulatory region binding
GSU3083	nucleic acid binding
GSU3085	metal ion binding
GSU3086	RNA binding
GSU3086	rRNA (guanine-N2-)-methyltransferase activity
GSU3086	rRNA (guanine-N7-)-methyltransferase activity
GSU3087	metal ion binding
GSU3087	NAD+ binding
GSU3087	NAD-dependent histone deacetylase activity
GSU3087	transferase activity
GSU3088	aminoacyl-tRNA editing activity
GSU3088	lyase activity
GSU3089	DNA binding
GSU3089	sigma factor activity
GSU3090	DNA binding
GSU3090	DNA primase activity
GSU3090	zinc ion binding
GSU3092	"carbon-nitrogen ligase activity, with glutamine as amido-N-donor"
GSU3093	structural constituent of ribosome
GSU3094	ATP binding
GSU3094	phosphoribosyl-ATP diphosphatase activity
GSU3095	imidazoleglycerol-phosphate synthase activity
GSU3095	lyase activity
GSU3096	1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino]imidazole-4-carboxamide isomerase activity
GSU3097	glutaminase activity
GSU3097	imidazoleglycerol-phosphate synthase activity
GSU3097	lyase activity
GSU3098	imidazoleglycerol-phosphate dehydratase activity
GSU3099	histidinol-phosphate transaminase activity
GSU3099	pyridoxal phosphate binding
GSU3100	histidinol dehydrogenase activity
GSU3100	NAD binding
GSU3100	zinc ion binding
GSU3101	ATP binding
GSU3101	ATP phosphoribosyltransferase activity
GSU3102	UDP-N-acetylglucosamine 1-carboxyvinyltransferase activity
GSU3103	nucleic acid binding
GSU3103	protein-(glutamine-N5) methyltransferase activity
GSU3103	protein-glutamine N-methyltransferase activity
GSU3104	"translation release factor activity, codon specific"
GSU3106	flavin adenine dinucleotide binding
GSU3106	NADPH binding
GSU3106	thymidylate synthase (FAD) activity
GSU3106	thymidylate synthase activity
GSU3107	metal ion binding
GSU3107	rRNA binding
GSU3107	structural constituent of ribosome
GSU3108	ATP binding
GSU3108	ATP hydrolysis activity
GSU3108	"ATP-dependent activity, acting on RNA"
GSU3108	helicase activity
GSU3108	RNA binding
GSU3109	DNA binding
GSU3109	DNA-binding transcription factor activity
GSU3112	ATP binding
GSU3112	ATP hydrolysis activity
GSU3112	DNA binding
GSU3113	5'-3' RNA exonuclease activity
GSU3113	RNA binding
GSU3113	RNA endonuclease activity
GSU3113	zinc ion binding
GSU3116	1-acylglycerol-3-phosphate O-acyltransferase activity
GSU3117	single-stranded DNA binding
GSU3118	phosphorelay response regulator activity
GSU3118	transcription cis-regulatory region binding
GSU3119	phosphorelay sensor kinase activity
GSU3120	unfolded protein binding
GSU3121	calcium ion binding
GSU3122	hydrolase activity
GSU3123	"4 iron, 4 sulfur cluster binding"
GSU3123	electron transfer activity
GSU3123	metal ion binding
GSU3123	"oxidoreductase activity, acting on the aldehyde or oxo group of donors, iron-sulfur protein as acceptor"
GSU3125	"oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor"
GSU3125	zinc ion binding
GSU3126	aldo-keto reductase (NADP) activity
GSU3127	DNA-binding transcription factor activity
GSU3127	sequence-specific DNA binding
GSU3129	antiporter activity
GSU3129	xenobiotic transmembrane transporter activity
GSU3132	DNA binding
GSU3132	structural constituent of chromatin
GSU3133	penicillin binding
GSU3133	peptidoglycan glycosyltransferase activity
GSU3133	serine-type D-Ala-D-Ala carboxypeptidase activity
GSU3135	aspartic-type endopeptidase activity
GSU3136	aminoacyl-tRNA editing activity
GSU3136	ATP binding
GSU3136	isoleucine-tRNA ligase activity
GSU3136	tRNA binding
GSU3136	zinc ion binding
GSU3138	phosphorelay sensor kinase activity
GSU3140	metalloaminopeptidase activity
GSU3140	peptide binding
GSU3140	zinc ion binding
GSU3143	peptidyl-prolyl cis-trans isomerase activity
GSU3144	RNA binding
GSU3144	S-adenosylmethionine-dependent methyltransferase activity
GSU3145	catalytic activity
GSU3145	molybdenum ion binding
GSU3145	pyridoxal phosphate binding
GSU3146	"4 iron, 4 sulfur cluster binding"
GSU3146	cyclic pyranopterin monophosphate synthase activity
GSU3146	"GTP 3',8'-cyclase activity"
GSU3146	GTP binding
GSU3146	metal ion binding
GSU3146	S-adenosyl-L-methionine binding
GSU3147	GTP binding
GSU3147	metal ion binding
GSU3147	molybdenum cofactor guanylyltransferase activity
GSU3147	nucleotidyltransferase activity
GSU3148	phosphorelay response regulator activity
GSU3148	phosphorelay sensor kinase activity
GSU3148	protein kinase activator activity
GSU3153	iron-sulfur cluster binding
GSU3153	metal ion binding
GSU3154	heme binding
GSU3154	metal ion binding
GSU3154	"nitrite reductase (cytochrome, ammonia-forming) activity"
GSU3155	electron transfer activity
GSU3155	metal ion binding
GSU3156	transmembrane signaling receptor activity
GSU3157	acyltransferase activity
GSU3157	hydrolase activity
GSU3158	cysteine synthase activity
